"","G","rho","var_entry_day","var_RLS","PopSize","assortative","iter","var_env_entry","var_env_RLS","OMEGA","Nc","meanK","varK","S","Ne","Ne_N","Nm","Nf","sex_ratio","mean_entry_day","sd_entry_day","mean_RLS","sd_RLS","Nb","breeders","sim"
"139",4,-0.3,10,20,"variable",FALSE,21,20,1,2,152,1.76315789473684,1.8243290345068,134,147.954338758379,0.973383807620913,81,71,1.14084507042254,9.97368421052632,4.43786740804687,8.40131578947368,5.05762799207683,147.954338758379,124,"AM"
"140",5,-0.3,10,20,"variable",FALSE,21,20,1,2,134,1.11940298507463,1.17360565593087,75,126.731421191412,0.945756874562772,73,61,1.19672131147541,10.4179104477612,4.49109144505653,8.73134328358209,4.75119957801633,126.731421191412,85,"AM"
"141",6,-0.3,10,20,"variable",FALSE,21,20,1,2,75,1.92,1.96648648648649,72,73.0373133463851,0.973830844618468,34,41,0.829268292682927,10.6933333333333,4.28691703414676,9.38666666666667,5.28611984947968,73.0373133463851,63,"AM"
"142",7,-0.3,10,20,"variable",FALSE,21,20,1,2,72,NA,NA,NA,NA,NA,40,32,1.25,10.2916666666667,4.59772601478625,10.9861111111111,5.41383999918507,NA,NA,"AM"
"143",0,-0.3,10,20,"variable",FALSE,22,20,1,2,500,1.096,1.09697795591182,274,497.769928934738,0.995539857869476,250,250,1,9.906,3.18015577944904,6.34,4.04141882663311,497.769928934738,329,"AM"
"144",1,-0.3,10,20,"variable",FALSE,22,20,1,2,274,2.12408759124088,2.45341033662202,291,254.483118192847,0.928770504353457,140,134,1.04477611940298,10.2700729927007,4.17826865249011,7.36131386861314,4.3429998945747,254.483118192847,235,"AM"
"145",2,-0.3,10,20,"variable",FALSE,22,20,1,2,291,1.05841924398625,1.11726507880081,154,274.681601866799,0.943923030470099,153,138,1.10869565217391,10.872852233677,4.20848712789715,7.76975945017182,4.53171729767802,274.681601866799,186,"AM"
"146",3,-0.3,10,20,"variable",FALSE,22,20,1,2,154,1.5974025974026,1.84992784992785,123,138.992729022428,0.902550188457323,76,78,0.974358974358974,11.0649350649351,4.30484652345785,8.34415584415584,4.93272369064329,138.992729022428,119,"AM"
"147",4,-0.3,10,20,"variable",FALSE,22,20,1,2,123,1.34959349593496,1.40956950553112,83,117.644227324615,0.956457132720447,60,63,0.952380952380952,10.8943089430894,4.14058879184061,8.72357723577236,5.37648311678288,117.644227324615,94,"AM"
"148",5,-0.3,10,20,"variable",FALSE,22,20,1,2,83,2.24096385542169,2.57537466940934,93,76.9813218409798,0.92748580531301,42,41,1.02439024390244,11.6987951807229,4.39160768317291,7.79518072289157,4.97250743085093,76.9813218409798,70,"AM"
"149",6,-0.3,10,20,"variable",FALSE,22,20,1,2,93,1.93548387096774,1.84361851332398,90,94.2786571663809,1.01374900178904,48,45,1.06666666666667,11.7741935483871,4.32417127586332,7.94623655913978,5.06558205462385,94.2786571663809,82,"AM"
"150",7,-0.3,10,20,"variable",FALSE,22,20,1,2,90,2.02222222222222,2.20174781523096,91,85.267701634077,0.9474189070453,46,44,1.04545454545455,12.2666666666667,4.31823934158772,7.25555555555556,4.65086946350269,85.267701634077,75,"AM"
"151",8,-0.3,10,20,"variable",FALSE,22,20,1,2,91,1.36263736263736,1.47814407814408,62,84.2888145389632,0.926250709219376,47,44,1.06818181818182,12.3296703296703,4.25585856347836,8.02197802197802,4.74921753082201,84.2888145389632,65,"AM"
"152",9,-0.3,10,20,"variable",FALSE,22,20,1,2,62,1.7741935483871,1.48915917503966,55,66.9336654431044,1.07957524908233,31,31,1,12.0322580645161,3.74151605081957,8.7741935483871,4.74054487716515,66.9336654431044,56,"AM"
"153",10,-0.3,10,20,"variable",FALSE,22,20,1,2,55,1.96363636363636,1.36902356902357,54,63.8237292717082,1.16043144130378,28,27,1.03703703703704,12.6181818181818,4.71597328665081,8.21818181818182,4.16640403212681,63.8237292717082,50,"AM"
"154",11,-0.3,10,20,"variable",FALSE,22,20,1,2,54,NA,NA,NA,NA,NA,27,27,1,12.7407407407407,4.54821211062265,7.96296296296296,3.63921494210342,NA,NA,"AM"
"155",0,-0.3,10,20,"variable",FALSE,23,20,1,2,500,2.704,2.76591583166333,676,495.068046539719,0.990136093079438,250,250,1,10.13,3.30741257721377,6.502,4.15071715560235,495.068046539719,470,"AM"
"156",1,-0.3,10,20,"variable",FALSE,23,20,1,2,676,1.47633136094675,1.4083278544817,499,696.372566001545,1.03013693195495,319,357,0.893557422969188,10.2633136094675,3.70927369900038,7.29733727810651,4.5586279948801,696.372566001545,520,"AM"
"157",2,-0.3,10,20,"variable",FALSE,23,20,1,2,499,2.02404809619238,2.12793458402749,505,485.695545201556,0.973337765934981,265,234,1.13247863247863,10.1342685370741,3.86883438960221,8.54709418837675,4.97536971372977,485.695545201556,429,"AM"
"158",3,-0.3,10,20,"variable",FALSE,23,20,1,2,505,1.76237623762376,1.91564513594217,445,480.170415984304,0.950832506899613,246,259,0.94980694980695,10.1148514851485,4.01419569664893,9.14257425742574,5.02488542344803,480.170415984304,414,"AM"
"159",4,-0.3,10,20,"variable",FALSE,23,20,1,2,445,1.51460674157303,1.59719607247697,337,428.261347214238,0.962385049919637,214,231,0.926406926406926,10.3325842696629,4.43490900200425,9.25842696629213,5.0155795338657,428.261347214238,342,"AM"
"160",5,-0.3,10,20,"variable",FALSE,23,20,1,2,337,1.79821958456973,1.69130634449626,303,347.373085263296,1.03078066843708,165,172,0.959302325581395,10.2047477744807,4.21338301595869,9.17804154302671,4.84009712719177,347.373085263296,288,"AM"
"161",6,-0.3,10,20,"variable",FALSE,23,20,1,2,303,1.94719471947195,1.96408978646209,295,300.633271928069,0.992189016264254,152,151,1.00662251655629,9.88448844884488,4.45171188729854,9.14191419141914,5.0306667792916,300.633271928069,261,"AM"
"162",7,-0.3,10,20,"variable",FALSE,23,20,1,2,295,1.43728813559322,1.40336677043699,212,298.510168476459,1.01189887619139,147,148,0.993243243243243,9.63728813559322,4.42172659604423,9.62372881355932,5.37923504990497,298.510168476459,225,"AM"
"163",8,-0.3,10,20,"variable",FALSE,23,20,1,2,212,0.849056603773585,0.830188679245283,90,215.278904665314,1.01546653144016,105,107,0.981308411214953,10.0094339622642,4.34200312612475,9.72641509433962,5.21396778598848,215.278904665314,123,"AM"
"164",9,-0.3,10,20,"variable",FALSE,23,20,1,2,90,1.46666666666667,1.35280898876404,66,93.5900578488087,1.03988953165343,46,44,1.04545454545455,9.98888888888889,4.29657413683952,10.4444444444444,5.1431444740692,93.5900578488087,69,"AM"
"165",10,-0.3,10,20,"variable",FALSE,23,20,1,2,66,1.51515151515152,0.992074592074592,50,83.7663579705756,1.26918724197842,31,35,0.885714285714286,9.96969696969697,4.76838852627689,10.7272727272727,5.72859347630666,83.7663579705756,58,"AM"
"166",11,-0.3,10,20,"variable",FALSE,23,20,1,2,50,NA,NA,NA,NA,NA,22,28,0.785714285714286,10.28,4.45402821577713,10.1,6.44363314933938,NA,NA,"AM"
"167",0,-0.3,10,20,"variable",FALSE,24,20,1,2,500,2.652,2.46382364729459,663,512.97079836743,1.02594159673486,250,250,1,10.13,3.12163245407859,6.582,4.27596114193929,512.97079836743,471,"AM"
"168",1,-0.3,10,20,"variable",FALSE,24,20,1,2,663,0.85369532428356,0.856206112470552,283,658.389015084506,0.993045271620673,322,341,0.944281524926686,10.1387631975867,3.64621928637367,7.63499245852187,4.70515372367228,658.389015084506,384,"AM"
"169",2,-0.3,10,20,"variable",FALSE,24,20,1,2,283,1.25088339222615,1.50066411046788,177,242.663756269638,0.857469103426284,127,156,0.814102564102564,9.86925795053004,3.82700489530476,8.1660777385159,4.83676608825741,242.663756269638,186,"AM"
"170",3,-0.3,10,20,"variable",FALSE,24,20,1,2,177,1.79661016949153,1.77657935285054,159,176.985109379707,0.999915872201733,93,84,1.10714285714286,10.2485875706215,4.11141851412061,9.48587570621469,5.32906625011358,176.985109379707,152,"AM"
"171",4,-0.3,10,20,"variable",FALSE,24,20,1,2,159,1.29559748427673,1.33611973568983,103,153.744774165362,0.966948265190956,75,84,0.892857142857143,9.84905660377358,4.10493478763059,9.83018867924528,5.4065215509263,153.744774165362,117,"AM"
"172",5,-0.3,10,20,"variable",FALSE,24,20,1,2,103,1.20388349514563,1.22272986864649,62,100.037871377804,0.971241469687414,47,56,0.839285714285714,11.1650485436893,3.87828819975585,9.38834951456311,4.66575553369134,100.037871377804,73,"AM"
"173",6,-0.3,10,20,"variable",FALSE,24,20,1,2,62,NA,NA,NA,NA,NA,33,29,1.13793103448276,11.4677419354839,4.60832369485622,8.87096774193548,4.90728421760804,NA,NA,"AM"
"174",0,-0.3,10,20,"variable",FALSE,25,20,1,2,500,2.644,2.32992384769539,661,522.728442007523,1.04545688401505,250,250,1,10.062,3.11666218354391,6.604,4.09594158588107,522.728442007523,473,"AM"
"175",1,-0.3,10,20,"variable",FALSE,25,20,1,2,661,2.13918305597579,2.2351441800761,707,646.50776472207,0.978075287022798,332,329,1.00911854103343,10.0514372163389,3.84870130292782,7.95310136157337,4.6400016559246,646.50776472207,588,"AM"
"176",2,-0.3,10,20,"variable",FALSE,25,20,1,2,707,2.00565770862801,2.01129938975282,709,705.014056801753,0.997191028008137,356,351,1.01424501424501,10.1711456859972,4.07060410840423,8.44837340876945,4.90748194887141,705.014056801753,615,"AM"
"177",3,-0.3,10,20,"variable",FALSE,25,20,1,2,709,1.12270803949224,1.16994971831098,398,681.670065118071,0.961452842197562,342,367,0.931880108991826,10.1565585331453,4.40749586250465,8.99435825105783,4.95516300863013,681.670065118071,471,"AM"
"178",4,-0.3,10,20,"variable",FALSE,25,20,1,2,398,1.56281407035176,1.606875688265,311,389.690097627697,0.979120848310796,192,206,0.932038834951456,9.9572864321608,4.4320432339468,9.16834170854271,4.98454061093745,389.690097627697,307,"AM"
"179",5,-0.3,10,20,"variable",FALSE,25,20,1,2,311,1.44051446945338,1.44725650866093,224,308.608922180717,0.992311646883334,172,139,1.23741007194245,9.56270096463023,4.52182069068163,9.7524115755627,5.14121100686948,308.608922180717,238,"AM"
"180",6,-0.3,10,20,"variable",FALSE,25,20,1,2,224,1.48214285714286,1.73062139654068,166,200.025333111113,0.892970237103183,120,104,1.15384615384615,9.99107142857143,4.20120746195339,9.66964285714286,4.9624389939563,200.025333111113,172,"AM"
"181",7,-0.3,10,20,"variable",FALSE,25,20,1,2,166,1.66265060240964,1.90974808324206,138,151.275305772608,0.911297022726556,79,87,0.908045977011494,9.83132530120482,4.17443671281472,9.76506024096386,4.67866683251569,151.275305772608,131,"AM"
"182",8,-0.3,10,20,"variable",FALSE,25,20,1,2,138,1.50724637681159,1.68242885856342,104,126.888450029322,0.919481521951611,83,55,1.50909090909091,9.81159420289855,3.84280676892865,10.0507246376812,4.8485417534864,126.888450029322,105,"AM"
"183",9,-0.3,10,20,"variable",FALSE,25,20,1,2,104,2.61538461538462,2.78267363704257,136,100.770782095425,0.96894982784063,50,54,0.925925925925926,9.76923076923077,3.95172512219336,9.41346153846154,5.47653525386771,100.770782095425,95,"AM"
"184",10,-0.3,10,20,"variable",FALSE,25,20,1,2,136,0.955882352941177,0.857298474945534,65,150.102882073757,1.10369766230703,71,65,1.09230769230769,9.89705882352941,3.70241044959293,10.0514705882353,5.17017064399401,150.102882073757,89,"AM"
"185",11,-0.3,10,20,"variable",FALSE,25,20,1,2,65,NA,NA,NA,NA,NA,35,30,1.16666666666667,10.2,4.13899142304016,10.4923076923077,5.75576633940661,NA,NA,"AM"
"186",0,-0.3,10,20,"variable",FALSE,26,20,1,2,500,1.148,1.2205370741483,287,472.264529730057,0.944529059460113,250,250,1,9.99,3.24946426908685,6.564,4.04804611568463,472.264529730057,332,"AM"
"187",1,-0.3,10,20,"variable",FALSE,26,20,1,2,287,2.28571428571429,2.51948051948052,328,273.870836165874,0.954253784550082,144,143,1.00699300699301,9.92334494773519,3.83502153459466,7.61672473867596,4.73413423947746,273.870836165874,254,"AM"
"188",2,-0.3,10,20,"variable",FALSE,26,20,1,2,328,1.43292682926829,1.426680092489,235,327.600922813643,0.998783301261106,142,186,0.763440860215054,9.90243902439024,4.09776475534582,8.54573170731707,4.90063779921694,327.600922813643,250,"AM"
"189",3,-0.3,10,20,"variable",FALSE,26,20,1,2,235,1.72765957446809,1.58363338788871,203,245.698054590707,1.0455236365562,123,112,1.09821428571429,9.97021276595745,4.54925160059073,9.38297872340426,4.97752723890842,245.698054590707,196,"AM"
"190",4,-0.3,10,20,"variable",FALSE,26,20,1,2,203,1.8128078817734,1.95488465102668,184,193.529786154941,0.953348700270646,114,89,1.28089887640449,10.320197044335,4.41654584360947,8.80295566502463,4.99312310578358,193.529786154941,171,"AM"
"191",5,-0.3,10,20,"variable",FALSE,26,20,1,2,184,1.59782608695652,1.61879306248515,147,181.259699271844,0.985107061260024,97,87,1.11494252873563,10.9836956521739,4.64531674789642,8.90217391304348,4.84865996384556,181.259699271844,147,"AM"
"192",6,-0.3,10,20,"variable",FALSE,26,20,1,2,147,1.36054421768707,1.31432298946976,100,149.256924970356,1.01535323109085,79,68,1.16176470588235,11.3809523809524,4.1435431422503,8.77551020408163,4.77119771638818,149.256924970356,109,"AM"
"193",7,-0.3,10,20,"variable",FALSE,26,20,1,2,100,1.76,1.69939393939394,88,100.836552891216,1.00836552891216,49,51,0.96078431372549,12.17,4.35322938295308,8.41,5.13670688045927,100.836552891216,82,"AM"
"194",8,-0.3,10,20,"variable",FALSE,26,20,1,2,88,1.75,2.02873563218391,77,79.6112663943238,0.90467348175368,42,46,0.91304347826087,11.9431818181818,4.64698135747036,8.375,5.32250157242868,79.6112663943238,74,"AM"
"195",9,-0.3,10,20,"variable",FALSE,26,20,1,2,77,1.45454545454545,1.35645933014354,56,79.3014983292013,1.02988958869093,40,37,1.08108108108108,12.2597402597403,4.29320944050816,8.19480519480519,4.54810244132812,79.3014983292013,58,"AM"
"196",10,-0.3,10,20,"variable",FALSE,26,20,1,2,56,2.25,2.08181818181818,63,57.0048757836081,1.01794421042157,23,33,0.696969696969697,11.8571428571429,4.10511242866113,8.32142857142857,5.03481386441948,57.0048757836081,50,"AM"
"197",11,-0.3,10,20,"variable",FALSE,26,20,1,2,63,NA,NA,NA,NA,NA,24,39,0.615384615384615,11.9206349206349,4.36740709708451,7.88888888888889,3.97618357753939,NA,NA,"AM"
"198",0,-0.3,10,20,"variable",FALSE,27,20,1,2,500,1.788,1.846749498998,447,489.879038211324,0.979758076422649,250,250,1,9.804,3.24200635570334,6.704,4.2322817033881,489.879038211324,412,"AM"
"199",1,-0.3,10,20,"variable",FALSE,27,20,1,2,447,2.18791946308725,2.13949498901496,489,450.644540767109,1.00815333504946,214,233,0.918454935622318,9.79642058165548,3.78884197109186,8.04250559284116,4.91455977110898,450.644540767109,394,"AM"
"200",2,-0.3,10,20,"variable",FALSE,27,20,1,2,489,1.83231083844581,1.86936370646016,448,482.582555901464,0.986876392436531,255,234,1.08974358974359,10,3.9763645971963,8.53783231083845,5.06384445864315,482.582555901464,417,"AM"
"201",3,-0.3,10,20,"variable",FALSE,27,20,1,2,448,1.23660714285714,1.16536832853947,277,468.193837010323,1.0450755290409,223,225,0.991111111111111,9.81026785714286,4.07064923114131,9.390625,5.19650558568096,468.193837010323,323,"AM"
